jobtitle,company,city,state,country,language,formattedLocation,source,date,snippet,url,onmousedown,latitude,longitude,jobkey,sponsored,expired,indeedApply,formattedLocationFull,formattedRelativeTime,stations
Data Scientist - Multiple Projects,Cartrack,Johannesburg,GP,ZA,en,"Johannesburg, Gauteng",Cartrack,"Fri, 22 Nov 2019 23:13:34 GMT","<b>Data</b> science, Python, R, NoSQL, PostgreSQL, RDBMS, Linux/Unix/Shell scripting, Cloud Computing etc. Cartrack is looking for passionate <b>data</b> science and…",http://www.indeed.co.za/viewjob?jk=38821c62d5a6fce0&qd=_2otc9hbdFJBv5z8Fcdsn2-b0nnsPWs6xM_ANye41tkV07CpYWUlemtjEVO0vTDEY_-taoSSxwsGCgAqkHstT6zC7z2DLmAeiPiLiEftFuk&indpubnum=9091824477922251&atk=1drajmvn0bj9d801,"indeed_clk(this,'6448');",-26.20227,28.04363,38821c62d5a6fce0,False,False,False,"Johannesburg, Gauteng",12 days ago,
Data Analyst/Scientist (12 Month Fixed Term Contract) - Band 6 - Based in Johannesburg,De Beers Group of Companies,,GP,ZA,en,Gauteng,De Beers Group of Companies,"Wed, 30 Oct 2019 18:15:46 GMT",<b>Data</b> <b>Scientist</b> - Region SA - 30 Oct 2019.pdf. Assist in development of <b>data</b> warehouse for retention of <b>data</b>. Evaluate and sanitise <b>data</b> sets from Business Units…,http://www.indeed.co.za/viewjob?jk=cbde79b647faaebd&qd=_2otc9hbdFJBv5z8Fcdsn2-b0nnsPWs6xM_ANye41tkV07CpYWUlemtjEVO0vTDEY_-taoSSxwsGCgAqkHstT6zC7z2DLmAeiPiLiEftFuk&indpubnum=9091824477922251&atk=1drajmvn0bj9d801,"indeed_clk(this,'6448');",,,cbde79b647faaebd,False,False,False,Gauteng,30+ days ago,
Data Analyst/Scientist (12 Month Fixed Term Contract) - Band 6 - Based in Johannesburg,Anglo American,,GP,ZA,en,Gauteng,Anglo American,"Wed, 30 Oct 2019 16:33:24 GMT",Assist in development of <b>data</b> warehouse for retention of <b>data</b>. Evaluate and sanitise <b>data</b> sets from Business Units (BU’s). 12 MONTH FIXED TERM CONTRACT.,http://www.indeed.co.za/viewjob?jk=0e85f91f07d7e67e&qd=_2otc9hbdFJBv5z8Fcdsn2-b0nnsPWs6xM_ANye41tkV07CpYWUlemtjEVO0vTDEY_-taoSSxwsGCgAqkHstT6zC7z2DLmAeiPiLiEftFuk&indpubnum=9091824477922251&atk=1drajmvn0bj9d801,"indeed_clk(this,'6448');",,,0e85f91f07d7e67e,False,False,False,Gauteng,30+ days ago,
Data Scientist (12 months),Nambiti Technologies,Midrand,GP,ZA,en,"Midrand, Gauteng",Nambiti Technologies,"Mon, 08 Apr 2019 21:17:09 GMT","Looking for a Senior <b>Data</b> <b>Scientist</b> with 7 years plus experience. Three year qualification in Computer Science, Statistics, Mathematics or related Quantitative…",http://www.indeed.co.za/viewjob?jk=55e76269a6c949a4&qd=_2otc9hbdFJBv5z8Fcdsn2-b0nnsPWs6xM_ANye41tkV07CpYWUlemtjEVO0vTDEY_-taoSSxwsGCgAqkHstT6zC7z2DLmAeiPiLiEftFuk&indpubnum=9091824477922251&atk=1drajmvn0bj9d801,"indeed_clk(this,'6448');",-25.96361,28.13778,55e76269a6c949a4,False,False,False,"Midrand, Gauteng",8 months ago,
Data Scientist,Panagora Group,Pretoria,GP,ZA,en,"Pretoria, Gauteng",Panagora Group,"Wed, 28 Aug 2019 12:38:54 GMT",The <b>Data</b> <b>Scientist</b> will provide technical expertise to the <b>data</b> science team.She/he will advise both Panagora South Africa and the USAID Office of Health and/or…,http://www.indeed.co.za/viewjob?jk=a951219006992c23&qd=_2otc9hbdFJBv5z8Fcdsn2-b0nnsPWs6xM_ANye41tkV07CpYWUlemtjEVO0vTDEY_-taoSSxwsGCgAqkHstT6zC7z2DLmAeiPiLiEftFuk&indpubnum=9091824477922251&atk=1drajmvn0bj9d801,"indeed_clk(this,'6448');",-25.74486,28.18783,a951219006992c23,False,False,False,"Pretoria, Gauteng",30+ days ago,
Data Scientist,Flash Mobile Vending,,,ZA,en,South Africa,Flash Mobile Vending,"Wed, 14 Aug 2019 17:07:30 GMT",FLASH is looking for a <b>Data</b> <b>Scientist</b> with a strong technical (IT) background to work on Fraud Detection within the business.,http://www.indeed.co.za/viewjob?jk=9069d39d0ab28733&qd=_2otc9hbdFJBv5z8Fcdsn2-b0nnsPWs6xM_ANye41tkV07CpYWUlemtjEVO0vTDEY_-taoSSxwsGCgAqkHstT6zC7z2DLmAeiPiLiEftFuk&indpubnum=9091824477922251&atk=1drajmvn0bj9d801,"indeed_clk(this,'6448');",,,9069d39d0ab28733,False,False,False,South Africa,30+ days ago,
Junior Energy Data Scientist,Mott MacDonald,,,ZA,en,South Africa,Mott MacDonald,"Mon, 14 Oct 2019 15:59:59 GMT","As a <b>Data</b> <b>Scientist</b>, you will have a chance to work with and learn from the other members of our team, including energy modellers, <b>data</b> <b>scientists</b>, solution…",http://www.indeed.co.za/viewjob?jk=9d9df5580ade1957&qd=_2otc9hbdFJBv5z8Fcdsn2-b0nnsPWs6xM_ANye41tkV07CpYWUlemtjEVO0vTDEY_-taoSSxwsGCgAqkHstT6zC7z2DLmAeiPiLiEftFuk&indpubnum=9091824477922251&atk=1drajmvn0bj9d801,"indeed_clk(this,'6448');",,,9d9df5580ade1957,False,False,False,South Africa,30+ days ago,
Data Scientist,Communicate Recruitment,Johannesburg North,GP,ZA,en,"Johannesburg North, Gauteng",Communicate Recruitment,"Mon, 02 Dec 2019 20:47:58 GMT",They will also be required to establish a <b>data</b> management tactical strategy to support the business’s need for quality <b>data</b>.,http://www.indeed.co.za/viewjob?jk=36d1f682a7b59fc0&qd=_2otc9hbdFJBv5z8Fcdsn2-b0nnsPWs6xM_ANye41tkV07CpYWUlemtjEVO0vTDEY_-taoSSxwsGCgAqkHstT6zC7z2DLmAeiPiLiEftFuk&indpubnum=9091824477922251&atk=1drajmvn0bj9d801,"indeed_clk(this,'6448');",-26.043566,27.976135,36d1f682a7b59fc0,False,False,False,"Johannesburg North, Gauteng",2 days ago,
Data Scientist- Selby,Altron,Johannesburg,GP,ZA,en,"Johannesburg, Gauteng",Altron,"Sun, 11 Aug 2019 18:58:49 GMT",Design patterns and <b>data</b> structures. Understanding of the client problem that needs to be solved with the solution within <b>Data</b> and Analytics.,http://www.indeed.co.za/viewjob?jk=8b9b6b230f305c34&qd=_2otc9hbdFJBv5z8Fcdsn2-b0nnsPWs6xM_ANye41tkV07CpYWUlemtjEVO0vTDEY_-taoSSxwsGCgAqkHstT6zC7z2DLmAeiPiLiEftFuk&indpubnum=9091824477922251&atk=1drajmvn0bj9d801,"indeed_clk(this,'6448');",-26.20227,28.04363,8b9b6b230f305c34,False,False,False,"Johannesburg, Gauteng",30+ days ago,
Data Scientist,Robert Walters,Johannesburg,GP,ZA,en,"Johannesburg, Gauteng",Robert Walters,"Fri, 01 Nov 2019 13:10:43 GMT",Key responsibilities in the <b>Data</b> <b>Scientist</b> role will include: A successful application in the <b>Data</b> <b>Scientist</b> role will include:,http://www.indeed.co.za/viewjob?jk=53b8a44658df5db8&qd=_2otc9hbdFJBv5z8Fcdsn2-b0nnsPWs6xM_ANye41tkV07CpYWUlemtjEVO0vTDEY_-taoSSxwsGCgAqkHstT6zC7z2DLmAeiPiLiEftFuk&indpubnum=9091824477922251&atk=1drajmvn0bj9d801,"indeed_clk(this,'6448');",-26.20227,28.04363,53b8a44658df5db8,False,False,False,"Johannesburg, Gauteng",30+ days ago,
Senior Data Scientist,Amazon Dev Centre South Africa,Cape Town,WC,ZA,en,"Cape Town, Western Cape",Amazon.com,"Fri, 22 Mar 2019 07:57:18 GMT",Experience working with large-scale distributed systems and <b>data</b> infrastructure. The EC2 Placement Team in Cape Town is looking for a <b>Data</b> <b>Scientist</b> to help us…,http://www.indeed.co.za/viewjob?jk=eb4b278bab04d6a3&qd=_2otc9hbdFJBv5z8Fcdsn2-b0nnsPWs6xM_ANye41tkV07CpYWUlemtjEVO0vTDEY_-taoSSxwsGCgAqkHstT6zC7z2DLmAeiPiLiEftFuk&indpubnum=9091824477922251&atk=1drajmvn0bj9d801,"indeed_clk(this,'6448');",-33.91667,18.41667,eb4b278bab04d6a3,False,False,False,"Cape Town, Western Cape",8 months ago,
Director of Account Management,OfferZen,Cape Town,WC,ZA,en,"Cape Town, Western Cape",OfferZen,"Mon, 25 Nov 2019 20:42:01 GMT","You are obsessed with metrics and <b>data</b> and use them to underpin your decision making, and when <b>data</b> isn't readily available you do the hard work to find what…",http://www.indeed.co.za/viewjob?jk=88e6dd54011c8049&qd=_2otc9hbdFJBv5z8Fcdsn2-b0nnsPWs6xM_ANye41tkV07CpYWUlemtjEVO0vTDEY_-taoSSxwsGCgAqkHstT6zC7z2DLmAeiPiLiEftFuk&indpubnum=9091824477922251&atk=1drajmvn0bj9d801,"indeed_clk(this,'6448');",-33.91667,18.41667,88e6dd54011c8049,False,False,False,"Cape Town, Western Cape",9 days ago,
Data Scientist Consultant,Evolution Consulting,Rosebank,WC,ZA,en,"Rosebank, Western Cape",Evolution Consulting,"Thu, 31 Oct 2019 12:11:31 GMT",The role of the Consultant <b>Data</b> <b>Scientist</b> aims to offer new services and business models through advanced analytics methods. Experience in advanced SQL queries.,http://www.indeed.co.za/viewjob?jk=56546fd51c41ced7&qd=_2otc9hbdFJBv5z8Fcdsn2-b0nnsPWs6xM_ANye41tkV07CpYWUlemtjEVO0vTDEY_-taoSSxwsGCgAqkHstT6zC7z2DLmAeiPiLiEftFuk&indpubnum=9091824477922251&atk=1drajmvn0bj9d801,"indeed_clk(this,'6448');",-33.95556,18.47417,56546fd51c41ced7,False,False,False,"Rosebank, Western Cape",30+ days ago,
Consultant Data Scientist,Intellistaff,Johannesburg,GP,ZA,en,"Johannesburg, Gauteng",Intellistaff,"Thu, 07 Nov 2019 13:58:41 GMT",The role of the Consultant <b>Data</b> <b>Scientist</b> aims to offer new services and business models through advanced analytics methods. Experience in advanced SQL queries.,http://www.indeed.co.za/viewjob?jk=3bdfbd70e82ef894&qd=_2otc9hbdFJBv5z8Fcdsn2-b0nnsPWs6xM_ANye41tkV07CpYWUlemtjEVO0vTDEY_-taoSSxwsGCgAqkHstT6zC7z2DLmAeiPiLiEftFuk&indpubnum=9091824477922251&atk=1drajmvn0bj9d801,"indeed_clk(this,'6448');",-26.20227,28.04363,3bdfbd70e82ef894,False,False,False,"Johannesburg, Gauteng",27 days ago,
Project Leader,International Union for Conservation of Nature,,,ZA,en,South Africa,International Union for Conservation of Nature,"Thu, 21 Nov 2019 23:38:42 GMT","Ensuring adherence to TRAFFIC’s research and <b>data</b> management protocols. It is a leading provider of conservation <b>data</b>, assessments and analysis.",http://www.indeed.co.za/viewjob?jk=5f793c9d502c8459&qd=_2otc9hbdFJBv5z8Fcdsn2-b0nnsPWs6xM_ANye41tkV07CpYWUlemtjEVO0vTDEY_-taoSSxwsGCgAqkHstT6zC7z2DLmAeiPiLiEftFuk&indpubnum=9091824477922251&atk=1drajmvn0bj9d801,"indeed_clk(this,'6448');",,,5f793c9d502c8459,False,False,False,South Africa,13 days ago,
Data Science career opportunities now available!,Let's Recruit,Centurion,GP,ZA,en,"Centurion, Gauteng",Let's Recruit,"Tue, 09 Jul 2019 19:37:10 GMT","<b>Data</b> exploration, <b>data</b> science, machine learning, Artificial Intelligence, Computer Engineering. Skills <b>Data</b> exploration, <b>data</b> science, machine learning,…",http://www.indeed.co.za/viewjob?jk=67040183d0404f1c&qd=_2otc9hbdFJBv5z8Fcdsn2-b0nnsPWs6xM_ANye41tkV07CpYWUlemtjEVO0vTDEY_-taoSSxwsGCgAqkHstT6zC7z2DLmAeiPiLiEftFuk&indpubnum=9091824477922251&atk=1drajmvn0bj9d801,"indeed_clk(this,'6448');",-25.87444,28.17056,67040183d0404f1c,False,False,False,"Centurion, Gauteng",4 months ago,
Analytic Data / Scientist,Recruitmentmatters,Johannesburg,GP,ZA,en,"Johannesburg, Gauteng",Recruitmentmatters,"Thu, 19 Sep 2019 11:11:32 GMT","Our Client is looking for a Analytic <b>Data</b> / <b>Scientist</b> to join their team! Participation in <b>data</b> centre engagements as required, with <b>data</b> providers, consumers,…",http://www.indeed.co.za/viewjob?jk=accaeafd8ea31de9&qd=_2otc9hbdFJBv5z8Fcdsn2-b0nnsPWs6xM_ANye41tkV07CpYWUlemtjEVO0vTDEY_-taoSSxwsGCgAqkHstT6zC7z2DLmAeiPiLiEftFuk&indpubnum=9091824477922251&atk=1drajmvn0bj9d801,"indeed_clk(this,'6448');",-26.20227,28.04363,accaeafd8ea31de9,False,False,False,"Johannesburg, Gauteng",30+ days ago,
Data Scientist,Information Dynamics,Johannesburg,GP,ZA,en,"Johannesburg, Gauteng",Ditto Jobs ATS,"Mon, 03 Jun 2019 17:18:05 GMT",Data Scientist needed 12 months programming experience…,http://www.indeed.co.za/viewjob?jk=3c325535de309a59&qd=_2otc9hbdFJBv5z8Fcdsn2-b0nnsPWs6xM_ANye41tkV07CpYWUlemtjEVO0vTDEY_-taoSSxwsGCgAqkHstT6zC7z2DLmAeiPiLiEftFuk&indpubnum=9091824477922251&atk=1drajmvn0bj9d801,"indeed_clk(this,'6448');",-26.20227,28.04363,3c325535de309a59,False,False,False,"Johannesburg, Gauteng",6 months ago,
MIS Analyst (PG 8),Sanlam Group,Bellville,WC,ZA,en,"Bellville, Western Cape",Sanlam,"Tue, 03 Dec 2019 15:21:09 GMT","Activities in this environment mainly relates to receiving and loading <b>data</b>, profiling and analysis of the <b>data</b>, matching and making <b>data</b> available to BI…",http://www.indeed.co.za/viewjob?jk=92a1b3e6b0234e0e&qd=_2otc9hbdFJBv5z8Fcdsn2-b0nnsPWs6xM_ANye41tkV07CpYWUlemtjEVO0vTDEY_-taoSSxwsGCgAqkHstT6zC7z2DLmAeiPiLiEftFuk&indpubnum=9091824477922251&atk=1drajmvn0bj9d801,"indeed_clk(this,'6448');",-33.9,18.63333,92a1b3e6b0234e0e,False,False,False,"Bellville, Western Cape",1 day ago,
Junior Data Scientist,Communicate Recruitment,Johannesburg North,GP,ZA,en,"Johannesburg North, Gauteng",Communicate Recruitment,"Wed, 04 Dec 2019 14:47:46 GMT",They will also be required to establish a <b>data</b> management tactical strategy to support the business’s need for quality <b>data</b>.,http://www.indeed.co.za/viewjob?jk=b50e6e2bbbb87281&qd=_2otc9hbdFJBv5z8Fcdsn2-b0nnsPWs6xM_ANye41tkV07CpYWUlemtjEVO0vTDEY_-taoSSxwsGCgAqkHstT6zC7z2DLmAeiPiLiEftFuk&indpubnum=9091824477922251&atk=1drajmvn0bj9d801,"indeed_clk(this,'6448');",-26.043566,27.976135,b50e6e2bbbb87281,False,False,False,"Johannesburg North, Gauteng",17 hours ago,
Data & Analytics Manager,Robert Walters,Johannesburg,GP,ZA,en,"Johannesburg, Gauteng",Robert Walters,"Fri, 25 Oct 2019 19:09:19 GMT","Effectively manage a team of <b>data</b> <b>scientists</b> and reporting analytics teams. Relevant <b>data</b> science certifications (Python, Microsoft, AWS, Hadoop, Big Data,…",http://www.indeed.co.za/viewjob?jk=b9b2acbf8e0c537b&qd=_2otc9hbdFJBv5z8Fcdsn2-b0nnsPWs6xM_ANye41tkV07CpYWUlemtjEVO0vTDEY_-taoSSxwsGCgAqkHstT6zC7z2DLmAeiPiLiEftFuk&indpubnum=9091824477922251&atk=1drajmvn0bj9d801,"indeed_clk(this,'6448');",-26.20227,28.04363,b9b2acbf8e0c537b,False,False,False,"Johannesburg, Gauteng",30+ days ago,
Junior Data Scientist,Old Mutual Life Assurance Company,Pinelands,WC,ZA,en,"Pinelands, Western Cape",Old Mutual Life Assurance Company,"Fri, 29 Nov 2019 15:26:40 GMT","The Junior <b>Data</b> <b>Scientist</b> will form part of a team of experts including robotic process engineers and business stakeholders to identify, research and develop…",http://www.indeed.co.za/viewjob?jk=c26f5e76425b6231&qd=_2otc9hbdFJBv5z8Fcdsn2-b0nnsPWs6xM_ANye41tkV07CpYWUlemtjEVO0vTDEY_-taoSSxwsGCgAqkHstT6zC7z2DLmAeiPiLiEftFuk&indpubnum=9091824477922251&atk=1drajmvn0bj9d801,"indeed_clk(this,'6448');",-33.94222,18.50681,c26f5e76425b6231,False,False,False,"Pinelands, Western Cape",5 days ago,
Data Scientist,Network Recruitment (South Africa),Johannesburg North,GP,ZA,en,"Johannesburg North, Gauteng",Network Recruitment (South Africa),"Thu, 14 Feb 2019 17:49:45 GMT","You will use machine learning techniques, <b>data</b> mining, do ad-hoc analysis and create automated anomaly detection systems as well as dashboards, reports and…",http://www.indeed.co.za/viewjob?jk=37cb3a21dfe178cf&qd=_2otc9hbdFJBv5z8Fcdsn2-b0nnsPWs6xM_ANye41tkV07CpYWUlemtjEVO0vTDEY_-taoSSxwsGCgAqkHstT6zC7z2DLmAeiPiLiEftFuk&indpubnum=9091824477922251&atk=1drajmvn0bj9d801,"indeed_clk(this,'6448');",-26.043566,27.976135,37cb3a21dfe178cf,False,False,False,"Johannesburg North, Gauteng",9 months ago,
Principal Scientist I (Team Lead),Roche,Cape Town,WC,ZA,en,"Cape Town, Western Cape",Roche,"Thu, 24 Oct 2019 04:17:12 GMT","Experience in assay optimization, experimental design, versatile laboratory practice, <b>data</b> analysis, and <b>data</b> and concept presentation.",http://www.indeed.co.za/viewjob?jk=e70d6265b98ac480&qd=_2otc9hbdFJBv5z8Fcdsn2-b0nnsPWs6xM_ANye41tkV07CpYWUlemtjEVO0vTDEY_-taoSSxwsGCgAqkHstT6zC7z2DLmAeiPiLiEftFuk&indpubnum=9091824477922251&atk=1drajmvn0bj9d801,"indeed_clk(this,'6448');",-33.91667,18.41667,e70d6265b98ac480,False,False,False,"Cape Town, Western Cape",30+ days ago,
Data Analyst,The Skills Mine,Cape Town,WC,ZA,en,"Cape Town, Western Cape",The Skills Mine,"Thu, 31 Oct 2019 16:19:31 GMT",Your priority as a <b>Data</b> <b>Scientist</b> will be to support decision making with <b>data</b>. Experience working with and creating <b>data</b> architectures.,http://www.indeed.co.za/viewjob?jk=9f6ec7c942d8afcb&qd=_2otc9hbdFJBv5z8Fcdsn2-b0nnsPWs6xM_ANye41tkV07CpYWUlemtjEVO0vTDEY_-taoSSxwsGCgAqkHstT6zC7z2DLmAeiPiLiEftFuk&indpubnum=9091824477922251&atk=1drajmvn0bj9d801,"indeed_clk(this,'6448');",-33.91667,18.41667,9f6ec7c942d8afcb,False,False,False,"Cape Town, Western Cape",30+ days ago,
GIS Analyst /BI Data Scientist,Latitude Resource,Johannesburg,GP,ZA,en,"Johannesburg, Gauteng",Latitude Resource,"Mon, 14 Oct 2019 12:11:42 GMT",An established shopping centre and property research company with a client base located in Sub-Saharan Africa and the Middle East is looking to recruit an…,http://www.indeed.co.za/viewjob?jk=ecbae6c13136399a&qd=_2otc9hbdFJBv5z8Fcdsn2-b0nnsPWs6xM_ANye41tkV07CpYWUlemtjEVO0vTDEY_-taoSSxwsGCgAqkHstT-mHw-YaUyfivQUrSEUSGE4&indpubnum=9091824477922251&atk=1drajn0c4objs800,"indeed_clk(this,'7123');",-26.20227,28.04363,ecbae6c13136399a,False,False,False,"Johannesburg, Gauteng",30+ days ago,
Data Scientist,Mass Staffing Projects,Cape Town,WC,ZA,en,"Cape Town, Western Cape",Mass Staffing Projects,"Mon, 02 Dec 2019 12:33:00 GMT","Do you have exceptional ideas? Do you consider yourself determined and result-driven? We have just the role for you! R, NoSQL, MongoDB, Python Scala.",http://www.indeed.co.za/viewjob?jk=ea8c89d3e1a1ae59&qd=_2otc9hbdFJBv5z8Fcdsn2-b0nnsPWs6xM_ANye41tkV07CpYWUlemtjEVO0vTDEY_-taoSSxwsGCgAqkHstT-mHw-YaUyfivQUrSEUSGE4&indpubnum=9091824477922251&atk=1drajn0c4objs800,"indeed_clk(this,'7123');",-33.91667,18.41667,ea8c89d3e1a1ae59,False,False,False,"Cape Town, Western Cape",2 days ago,
Data Scientist,HumanValue,Cape Town,WC,ZA,en,"Cape Town, Western Cape",Ditto Jobs ATS,"Mon, 05 Aug 2019 17:17:25 GMT","3+ Years work experience in a <b>Data</b> <b>Scientist</b> / Analyst role with skills in: <b>Data</b> mining, predictive modelling and machine learning.",http://www.indeed.co.za/viewjob?jk=04d59ff867cc4b99&qd=_2otc9hbdFJBv5z8Fcdsn2-b0nnsPWs6xM_ANye41tkV07CpYWUlemtjEVO0vTDEY_-taoSSxwsGCgAqkHstT-mHw-YaUyfivQUrSEUSGE4&indpubnum=9091824477922251&atk=1drajn0c4objs800,"indeed_clk(this,'7123');",-33.91667,18.41667,04d59ff867cc4b99,False,False,False,"Cape Town, Western Cape",30+ days ago,
Data Scientist,NETWORK IT BRUMA,Johannesburg,GP,ZA,en,"Johannesburg, Gauteng",Executive Placements,"Sat, 30 Nov 2019 13:01:37 GMT","You will use machine learning techniques, <b>data</b> mining, do ad-hoc analysis and create automated anomaly detection systems as well as dashboards, reports and…",http://www.indeed.co.za/viewjob?jk=5ec0e951bf4769cb&qd=_2otc9hbdFJBv5z8Fcdsn2-b0nnsPWs6xM_ANye41tkV07CpYWUlemtjEVO0vTDEY_-taoSSxwsGCgAqkHstT-mHw-YaUyfivQUrSEUSGE4&indpubnum=9091824477922251&atk=1drajn0c4objs800,"indeed_clk(this,'7123');",-26.20227,28.04363,5ec0e951bf4769cb,False,False,False,"Johannesburg, Gauteng",4 days ago,
Master Data Analyst (12 Month Fixed Term Contract) - Band 7 - Based in Johannesburg,De Beers Group of Companies,,GP,ZA,en,Gauteng,De Beers Group of Companies,"Wed, 30 Oct 2019 18:15:28 GMT",Liase with team <b>Data</b> <b>Scientist</b> for safe storage of supplier provisioned <b>data</b> within <b>data</b> warehouse. Liase with team <b>Data</b> <b>Scientist</b> for safe storage of on-site…,http://www.indeed.co.za/viewjob?jk=e0eeb8656c24f06e&qd=_2otc9hbdFJBv5z8Fcdsn2-b0nnsPWs6xM_ANye41tkV07CpYWUlemtjEVO0vTDEY_-taoSSxwsGCgAqkHstT-mHw-YaUyfivQUrSEUSGE4&indpubnum=9091824477922251&atk=1drajn0c4objs800,"indeed_clk(this,'7123');",,,e0eeb8656c24f06e,False,False,False,Gauteng,30+ days ago,
Master Data Analyst (12 Month Fixed Term Contract) - Band 7 - Based in Johannesburg,Anglo American,,GP,ZA,en,Gauteng,Anglo American,"Wed, 30 Oct 2019 16:33:26 GMT",Liase with team <b>Data</b> <b>Scientist</b> for safe storage of supplier provisioned <b>data</b> within <b>data</b> warehouse. Liase with team <b>Data</b> <b>Scientist</b> for safe storage of on-site…,http://www.indeed.co.za/viewjob?jk=3091a490c187fee6&qd=_2otc9hbdFJBv5z8Fcdsn2-b0nnsPWs6xM_ANye41tkV07CpYWUlemtjEVO0vTDEY_-taoSSxwsGCgAqkHstT-mHw-YaUyfivQUrSEUSGE4&indpubnum=9091824477922251&atk=1drajn0c4objs800,"indeed_clk(this,'7123');",,,3091a490c187fee6,False,False,False,Gauteng,30+ days ago,
Senior Data Scientist,Let's Recruit,Centurion,GP,ZA,en,"Centurion, Gauteng",Let's Recruit,"Wed, 17 Jul 2019 19:36:20 GMT","5-8 years’ <b>data</b> analysis experience within an insurance environment. Skills Python, R, SQL, machine learning algorithms, <b>data</b> mining and visualization…",http://www.indeed.co.za/viewjob?jk=4306f11b96962011&qd=_2otc9hbdFJBv5z8Fcdsn2-b0nnsPWs6xM_ANye41tkV07CpYWUlemtjEVO0vTDEY_-taoSSxwsGCgAqkHstT-mHw-YaUyfivQUrSEUSGE4&indpubnum=9091824477922251&atk=1drajn0c4objs800,"indeed_clk(this,'7123');",-25.87444,28.17056,4306f11b96962011,False,False,False,"Centurion, Gauteng",4 months ago,
Machine Learning Engineer – Python/Java,Tier 1,Cape Town,WC,ZA,en,"Cape Town, Western Cape",Tier 1,"Tue, 16 Jul 2019 21:24:18 GMT",Contribute towards the design and deployment of <b>data</b> pipelines to source validate and transform <b>data</b>. At least 5 years’ experience applying <b>data</b> science…,http://www.indeed.co.za/viewjob?jk=98c49cdc22b5e144&qd=_2otc9hbdFJBv5z8Fcdsn2-b0nnsPWs6xM_ANye41tkV07CpYWUlemtjEVO0vTDEY_-taoSSxwsGCgAqkHstT-mHw-YaUyfivQUrSEUSGE4&indpubnum=9091824477922251&atk=1drajn0c4objs800,"indeed_clk(this,'7123');",-33.91667,18.41667,98c49cdc22b5e144,False,False,False,"Cape Town, Western Cape",4 months ago,
Business Intelligence Developer,Britehouse,Bryanston,GP,ZA,en,"Bryanston, Gauteng",Britehouse,"Sat, 29 Dec 2018 09:11:23 GMT",Ability to cull <b>data</b> and extrapolate <b>data</b> patterns. We are looking for a <b>Data</b> <b>Scientist</b> that will help us discover the information hidden in vast amounts of…,http://www.indeed.co.za/viewjob?jk=51ac29b0d647bc5e&qd=_2otc9hbdFJBv5z8Fcdsn2-b0nnsPWs6xM_ANye41tkV07CpYWUlemtjEVO0vTDEY_-taoSSxwsGCgAqkHstT-mHw-YaUyfivQUrSEUSGE4&indpubnum=9091824477922251&atk=1drajn0c4objs800,"indeed_clk(this,'7123');",-26.05,28.03333,51ac29b0d647bc5e,False,False,False,"Bryanston, Gauteng",11 months ago,
Snr Data Scientist ( 3 to 6 month contract ),T-Systems,,EC,ZA,en,Eastern Cape,Career Web,"Fri, 25 Oct 2019 12:43:27 GMT","Knowledge of Python technologies, MySQL databases and how to build use cases. - - - - - - - - - - - - - - The rate is market-related. Based in Uitenhage (…",http://www.indeed.co.za/viewjob?jk=fa51979a15102db4&qd=_2otc9hbdFJBv5z8Fcdsn2-b0nnsPWs6xM_ANye41tkV07CpYWUlemtjEVO0vTDEY_-taoSSxwsGCgAqkHstT-mHw-YaUyfivQUrSEUSGE4&indpubnum=9091824477922251&atk=1drajn0c4objs800,"indeed_clk(this,'7123');",,,fa51979a15102db4,False,False,False,Eastern Cape,30+ days ago,
Data Analyst,THE SKILLS MINE (PTY) LTD,Cape Town,WC,ZA,en,"Cape Town, Western Cape",Ditto Jobs ATS,"Thu, 31 Oct 2019 17:17:23 GMT",Your priority as a <b>Data</b> <b>Scientist</b> will be to support decision making with <b>data</b>. Experience working with and creating <b>data</b> architectures.,http://www.indeed.co.za/viewjob?jk=f5f264a92ce59522&qd=_2otc9hbdFJBv5z8Fcdsn2-b0nnsPWs6xM_ANye41tkV07CpYWUlemtjEVO0vTDEY_-taoSSxwsGCgAqkHstT-mHw-YaUyfivQUrSEUSGE4&indpubnum=9091824477922251&atk=1drajn0c4objs800,"indeed_clk(this,'7123');",-33.91667,18.41667,f5f264a92ce59522,False,False,False,"Cape Town, Western Cape",30+ days ago,
Tech Talent Advisor,OfferZen,Cape Town,WC,ZA,en,"Cape Town, Western Cape",OfferZen,"Thu, 19 Sep 2019 22:06:09 GMT","Our mission is to improve the experience of finding work for makers - people involved in making software, from developers to designers and <b>data</b> <b>scientists</b>.",http://www.indeed.co.za/viewjob?jk=5475233330c39851&qd=_2otc9hbdFJBv5z8Fcdsn2-b0nnsPWs6xM_ANye41tkV07CpYWUlemtjEVO0vTDEY_-taoSSxwsGCgAqkHstT-mHw-YaUyfivQUrSEUSGE4&indpubnum=9091824477922251&atk=1drajn0c4objs800,"indeed_clk(this,'7123');",-33.91667,18.41667,5475233330c39851,False,False,False,"Cape Town, Western Cape",30+ days ago,
